tag,title
opinion/6,"
লটারির ভর্তি কতটা ফলপ্রসূ

 আপডেট  ৩০ নভেম্বর, ২০২০


উম্মে হানী
 
 
চলতি বছরের করোনা মহামারীর কারণে শিক্ষাপ্রতিষ্ঠান আট মাসেরও বেশি সময় ধরে বন্ধ থাকায় শিক্ষার্থীদের শিক্ষা কার্যক্রম অনেকটা ব্যাহত হয়েছে। যার দরুন...								.....বিস্তারিত

"
opinion/6,"
নতুন কারিকুলামের উল্লেখযোগ্য দিকসমূহ

 আপডেট  ৩০ নভেম্বর, ২০২০


মাছুম বিল্লাহ
 
পাঠ্যসূচি হলো শিক্ষাক্রমের অংশবিশেষ। শিক্ষাক্রম, শিক্ষাব্যবস্থার প্রাণ এবং সামগ্রিক রূপরেখা। একটি দেশের শিক্ষাক্রম ও এর কাঠামো যে সব বিষয়ের ওপর নির্ভর করে...								.....বিস্তারিত

"
opinion/6,"
একুশের চ্যালেঞ্জ এবং একুশের স্বপ্ন

 আপডেট  ৩০ নভেম্বর, ২০২০


এস এম জাহাঙ্গীর আলম সরকার পিপিএম
 
 
করোনাকালের চরম বিভীষিকার মধ্যেও ঘড়ির কাঁটা ঘুরতে ঘুরতে ঘূর্ণনের চলমান ধারায় ২০২০ বছরটা শেষ করে নতুন বছরে...								.....বিস্তারিত

"
opinion/6,"
শিক্ষার প্রকৃত উদ্দেশ্য

 আপডেট  ২৯ নভেম্বর, ২০২০


আরাফাত শাহীন
 
 
আমাদের দেশ শিক্ষাক্ষেত্রে এখন অনেকটা এগিয়ে গেছে। দেশে উচ্চশিক্ষার জন্য অসংখ্য পাবলিক এবং প্রাইভেট বিশ্ববিদ্যালয় রয়েছে। এছাড়া জাতীয় বিশ্ববিদ্যালয়ের অধীনেও উচ্চশিক্ষা...								.....বিস্তারিত

"
opinion/6,"
উল্টোপথে গাড়ি চলাচল বন্ধ করতে হবে 

 আপডেট  ২৯ নভেম্বর, ২০২০


এ টি এম মোসলেহ উদ্দিন জাবেদ
 
সড়কে শৃঙ্খলা ফেরাতে সড়ক পরিবহন আইন পরিবর্তন করেছে সরকার। মামলার সঙ্গে বিপুল পরিমাণ জরিমানা বিধান রেখে করা হয়েছে...								.....বিস্তারিত

"
opinion/6,"
সম্পত্তিতে নারীর উত্তরাধিকার আইন

 আপডেট  ২৯ নভেম্বর, ২০২০


ইরানী বিশ্বাস
 
 
নারীর অধিকার নিয়ে পারিবারিকভাবে বা আদালতে আইনি লড়াই যুগ যুগ ধরে বহমান। নারীদের অধিকার প্রতিষ্ঠার লক্ষ্যে ৮মার্চ বিশ্বব্যাপী পালিত হয় বিশ্ব...								.....বিস্তারিত

"
opinion/6,"
সোশ্যাল মিডিয়ার বিরূপ প্রভাব এবং আমাদের করণীয়

 আপডেট  ২৮ নভেম্বর, ২০২০


মেহেরাবুল ইসলাম সৌদিপ
 
বর্তমান সময়ে পৃথিবীকে আমাদের হাতের মুঠোয় এনে দিয়েছে যে প্রযুক্তি তার নাম দেওয়া হয়েছে সামাজিক যোগাযোগমাধ্যম বা সোশ্যাল মিডিয়া। এ রকম...								.....বিস্তারিত

"
rangamela/10,"
সিলভার প্লে বাটন পেল ববি

 আপডেট  ২৪ অক্টোবর, ২০২০


চিত্রনায়িকা ববির প্রযোজনা প্রতিষ্ঠান ‌‘ববস্টার ফিল্মস’। গত বছরের জানুয়ারিতে ঘোষণা দেন, প্রতিষ্ঠানটি নিয়ে ইউটিউবে মনোযোগী হতে চান তিনি।
সে সময় ববি বলেছিলেন, ‘সময়ের সঙ্গে প্রযুক্তি...								.....বিস্তারিত

"
rangamela/10,"
নতুন প্রেমে মাহি

 আপডেট  ২৪ অক্টোবর, ২০২০


যারা চিত্রনায়িকা মাহিয়া মাহিকে ফেসবুকে অনুসরণ করেন, তারা জানেন প্রেমময় স্ট্যাটাসে জুড়ি নেই তার। প্রায় সময়ই নতুন প্রেমে পড়ার ইঙ্গিত দেন তিনি। অনেক স্ট্যাটাসে থাকে...								.....বিস্তারিত

"
rangamela/10,"
হলিউডে অনীহা জ্যাকির

 আপডেট  ২৪ অক্টোবর, ২০২০


মার্শাল আর্টের সঙ্গে হাস্যরসাত্মক কাণ্ডের যে মিশ্রণ শুরু হয়েছিল সিনেমা জগতে তা জ্যাকি চ্যানের হাত ধরেই।
চাইনিজ ছবিতে নিজের যোগ্যতার ছাপ রাখার পর তার অভিনয়...								.....বিস্তারিত

"
rangamela/10,"
শঙ্কা কাটেনি সৌমিত্রকে নিয়ে

 আপডেট  ২৪ অক্টোবর, ২০২০


করোনামুক্ত হওয়ার এক সপ্তাহ হয়ে গেলেও শারীরিক পরিস্থিতি নিয়ে উদ্বেগ ও আশঙ্কা কাটছে না ফেলুদাখ্যাত বর্ষীয়ান অভিনেতা সৌমিত্র চট্টোপাধ্যায়ের। শারীরিক অবস্থা খানিকটা স্থিতিশীল থাকলেও মঙ্গলবার...								.....বিস্তারিত

"
rangamela/10,"
শাহাবুদ্দিন আহমেদকে নিয়ে প্রামাণ্যচিত্র ‘কালার অব ফ্রিডম’

 আপডেট  ২২ অক্টোবর, ২০২০


বরেণ্য চিত্রশিল্পী শাহাবুদ্দিন আহমেদের বর্ণাঢ্য জীবন নিয়ে তৈরি করা হয়েছে প্রামাণ্যচিত্র ‘কালার অব ফ্রিডম’ (মুক্তির রং)। আজ চলচ্চিত্রটির ওয়ার্ল্ড ডিজিটাল প্রিমিয়ার হবে। এটি অনলাইনে আনছে...								.....বিস্তারিত

"
rangamela/10,"
সাংবাদিক ফেরদৌস

 আপডেট  ২২ অক্টোবর, ২০২০


করোনার প্রাথমিক বিরতি শেষে একে একে কাজ শুরু করে দিয়েছেন ঢাকাই চলচ্চিত্রের অভিনয়শিল্পীরা। ‘গাঙচিল’ ছবির মধ্য দিয়ে দীর্ঘদিন পর শুটিংয়ে ফেরেন দর্শকপ্রিয় অভিনেতা-অভিনেত্রী ফেরদৌস ও...								.....বিস্তারিত

"
rangamela/10,"
কোটির ঘরে অপূর্ব-মেহজাবিন

 আপডেট  ২০ অক্টোবর, ২০২০


এ সময়ের দর্শকদের কাছে নাটক দেখার প্রধান মাধ্যম ইউটিউব। শুধু দেখাই নয়, একটি নাটকের সফলতা-বিফলতাও খুব সহজে নির্ণয় করা যায় এর মাধ্যমে। সেই মাপকাঠিতে অসংখ্য...								.....বিস্তারিত

"
rangamela/10,"
ব্যতিক্রমী পরী

 আপডেট  ২০ অক্টোবর, ২০২০


ধুন্ধুমার বাণিজ্যিক সিনেমার নায়িকা হয়েও একে একে গল্পভিত্তিক সিনেমায় ঝুঁকছেন এ সময়ের জনপ্রিয় নায়িকা পরীমনি। চরিত্রের প্রয়োজনে কখনো ‘শুভ্রা’ কখনো ‘শোভা’ হয়েছেন এই মহুয়া সুন্দরী।...								.....বিস্তারিত

"
Education/66,"
১০০ নাম্বারের এমসিকিউ প্রশ্নে চবির ভর্তি পরীক্ষা

 আপডেট  ২৫ অক্টোবর, ২০২০


চট্টগ্রাম বিশ্ববিদ্যালয়ের (চবি) ২০২০-২১ শিক্ষাবর্ষের ভর্তি পরীক্ষা হবে ১০০ নাম্বারের এমসিকিউ প্রশ্নে পদ্ধতিতে। পূর্বের ন্যায় শিক্ষার্থীদের স্বশরীরে উপস্থিত হয়ে প্রশ্নপত্রের পরীক্ষায় অংশ নিতে হবে।
রোববার...								.....বিস্তারিত

"
Education/66,"
ইউজিসির তদন্ত প্রতিবেদন পক্ষপাতমূলক: রাবি ভিসি

 আপডেট  ২৫ অক্টোবর, ২০২০


রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) ভিসি ও প্রশাসনের অনিয়ম নিয়ে ইউজিসির তদন্ত প্রতিবেদন একপেশে ও পক্ষপাতমূলক বলে অভিযোগ করেছেন ভিসি অধ্যাপক এম আব্দুস সোবহান। রোববার দুপুরে বিশ্ববিদ্যালয়ের...								.....বিস্তারিত

"
Education/66,"
অনলাইন ক্লাসের বাইরে দুই কোটি শিক্ষার্থী

 আপডেট  ২৪ অক্টোবর, ২০২০


অর্থ এবং প্রযুক্তি জ্ঞানের অভাবে অন্তত দুই কোটি শিক্ষার্থী অনলাইনের ক্লাসে যোগ দিতে পারছে না। করোনাকালে মানুষের আয় কমে যাওয়ার পর ইন্টারনেটের জন্য খরচ করে...								.....বিস্তারিত

"
Education/66,"
ইসলাম ধর্ম নিয়ে ছাত্র অধিকার পরিষদ নেত্রীর কটুক্তি, শাস্তি দাবি

 আপডেট  ২৩ অক্টোবর, ২০২০


ইসলাম ধর্ম নিয়ে কটুক্তির অভিযোগ পাওয়া গেছে বাংলাদেশ ছাত্র অধিকার পরিষদ, জগন্নাথ বিশ্ববিদ্যালয় শাখার এক নেত্রীর বিরুদ্ধে। সামাজিক যোগাযোগ মাধ্যমে তার বিভিন্ন ফেসবুক পোস্ট ও...								.....বিস্তারিত

"
Education/66,"
রাবি ভিসিসহ দুর্নীতিতে অভিযুক্তদের অপসারণে ২৪ ঘণ্টার আল্টিমেটাম

 আপডেট  ২৩ অক্টোবর, ২০২০


রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) ভিসি প্রফেসর এম আব্দুস সোবহান, প্রোভিসি প্রফেসর ড. চৌধুরী মো: জাকারিয়া এবং রেজিস্ট্রার প্রফেসর ড. এম এ বারীসহ দুর্নীতিতে জড়িতদের অপসারণ চেয়ে...								.....বিস্তারিত

"
Education/66,"
বাকি থাকা পরীক্ষা শেষ করার দাবি রাবি শিক্ষার্থীদের

 আপডেট  ১৯ অক্টোবর, ২০২০


করোনা ভাইরাসের সংক্রমণের কারণে গত ১৮ মার্চ থেকে বন্ধ রাজশাহী বিশ্ববিদ্যালয় (রাবি)। সে সময়ে বিভিন্ন বর্ষের শিক্ষার্থীদের পরীক্ষা চলমান ছিল। কিন্তু আজ পর্যন্ত ক্যাম্পাস বন্ধ...								.....বিস্তারিত

"
Education/66,"
পাবলিক বিশ্ববিদ্যালয়ে আর্থিক অনিয়মে কঠোর ইউজিসি

 আপডেট  ১৯ অক্টোবর, ২০২০


পাবলিক বিশ্ববিদ্যালয়ে আর্থিক অনিয়মের বিষয়ে কঠোর অবস্থানে বিশ্ববিদ্যালয় মঞ্জুরি কমিশন (ইউজিসি)। আর্থিক বিশৃঙ্খলা দেখা দিলে দোষীদের বিরুদ্ধে প্রয়োজনীয় ব্যবস্থা নেওয়া হবে বলে জানিয়েছেন ইউজিসি চেয়ারম্যান...								.....বিস্তারিত

"
Education/66,"
হল উদ্বোধনে প্রধানমন্ত্রীকে চান জবি শিক্ষার্থীরা

 আপডেট  ১২ অক্টোবর, ২০২০


প্রতিষ্ঠার ১৫ বছর পর দেশের একমাত্র অনাবাসিক পাবলিক বিশ্ববিদ্যালয় তকমা ঘুচছে জগন্নাথ বিশ্ববিদ্যালয়ের। উদ্বোধনের অপেক্ষায় ক্যাম্পাসের বিপরীত পাশে ছাত্রীদের জন্য নবনির্মিত হল। 'বেগম ফজিলাতুন্নেছা মুজিব...								.....বিস্তারিত

"
football/27,"
করোনায় আক্রান্ত কিলিয়ান এমবাপে

 আপডেট  ০৮ সেপ্টেম্বর, ২০২০


করোনাভাইরাসে আক্রান্ত হয়েছেন ফ্রান্স ও পিএসজি স্ট্রাইকার । এ নিয়ে পিএসজির ৭ম খেলোয়াড় হিসেবে করোনাভাইরাসে আক্রান্ত হলেন তিনি। সোমবার তিনি করোনা পজিটিভ হন। যদিও তিনি...								.....বিস্তারিত

"
football/27,"
বার্সেলোনায় প্রতিদিন বেতন কাটা যাচ্ছে মেসির, কত টাকা হারাচ্ছেন?

 আপডেট  ৩১ আগস্ট, ২০২০


রোববার থেকে শুরু হওয়া বার্সেলোনা ক্লাবের প্রাক মৌসুম কর্মসূচিতে যোগ দেননি ক্লাবের তারকা খেলোয়াড় লিওনেল মেসি। এমনকি করোনাভাইরাস টেস্ট করাতেও যাননি তিনি।
এর ফলে বেতন...								.....বিস্তারিত

"
football/27,"
বার্সেলোনা ছাড়ছেন মেসি

 আপডেট  ২৬ আগস্ট, ২০২০


বার্সেলোনা ছাড়ছেন আর্জেন্টাইন মহাতারকা লিওনেল মেসি। একটি বিশেষ বার্তায় এই ৩৩ বছর বয়সী অনুরোধ জানিয়েছেন দ্রুত তাকে ফ্রি ট্রান্সফারে ছেড়ে দিতে। ঠিক ১০ দিন আগে...								.....বিস্তারিত

"
football/27,"
চ্যাম্পিয়নস লিগের ফাইনালে রাতে মুখোমুখি পিএসজি-বায়ার্ন

 আপডেট  ২৩ আগস্ট, ২০২০


উয়েফা চ্যাম্পিয়নস লিগ ফুটবলের ফাইনালে রাতে মুখোমুখি হতে যাচ্ছে ফরাসী ক্লাব প্যারিস সেন্ট জার্মেইন-পিএসজি এবং জার্মান ক্লাব বায়ার্ন মিউনিখ।
পর্তুগালের লিসবনে বাংলাদেশ সময় রাত ১টায়...								.....বিস্তারিত

"
football/27,"
সেতিয়েনকে বরখাস্ত করলো বার্সেলোনা, নতুন কোচের পদে কোম্যান এগিয়ে

 আপডেট  ১৮ আগস্ট, ২০২০


কোচ কিকে সেতিয়েনকে বরখাস্ত করেছে বার্সেলোনা, ক্লাব সূত্র এই তথ্য নিশ্চিত করেছেন। তার স্থানে রোনাল্ড কোম্যানই এগিয়ে রয়েছে বলে জানা গেছে।
এক টুইটার বার্তায় বার্সার...								.....বিস্তারিত

"
football/27,"
'মেসির বার্সা ছাড়ার কোন কথা হয়নি'

 আপডেট  ১৭ আগস্ট, ২০২০


মেসির কাছ থেকে বার্সা ছাড়ার কোন কথা এখনো শোনেনি ক্লাবটি। সোমবার ক্যাম্প ন্যুয়ে বার্সেলোনার একটি জরুরী বোর্ড সভা অনুষ্ঠিত হবার কথা রয়েছে।
তোপের মুখে থাকা...								.....বিস্তারিত

"
football/27,"
ইতিহাসে স্থান পাওয়া বার্সেলোনা-বায়ার্নের ম্যাচের পরিসংখ্যান

 আপডেট  ১৫ আগস্ট, ২০২০


গতরাতে পর্তুগালের রাজধানী লিসবনে অনুষ্ঠিত উয়েফা চ্যাম্পিয়ন্স লিগ ফুটবলের তৃতীয় কোয়ার্টার ফাইনালে বায়ার্ন মিউনিখ ৮-২ হারিয়েছে স্প্যানিশ ক্লাব বার্সেলোনাকে। এই দশ গোলের ম্যাচটি রেকর্ড বইয়ে...								.....বিস্তারিত

"
football/27,"
বার্সেলোনাকে তছনছ করে সেমিফাইনালে বায়ার্ন

 আপডেট  ১৫ আগস্ট, ২০২০


স্প্যানিশ ক্লাব বার্সেলোনাকে তছনছ করে উয়েফা চ্যাম্পিয়ন্স লিগ ফুটবলের সেমিফাইনালের উঠলো জার্মান ক্লাব বায়ার্ন মিউনিখ।
গতরাতে পর্তুগালের রাজধানী লিসবনে অনুষ্ঠিত তৃতীয় কোয়ার্টার ফাইনালে বায়ার্ন মিউনিখ...								.....বিস্তারিত

"
cricket/28,"
করোনায় আক্রান্ত ইংলিশ পেসার উইলি

 আপডেট  ১৮ সেপ্টেম্বর, ২০২০


করোনা আক্রান্ত হয়েছেন ইংলিশ পেসার ডেভিড উইলি। ইয়র্কশায়ারের হয়ে কাউন্টি ক্রিকেট খেলার সময় করোনা পজেটিভ এলো এই ক্রিকেটারের। তবে কেবল ডেভিড উইলি নয়, তার স্ত্রীও...								.....বিস্তারিত

"
cricket/28,"
শ্রীলঙ্কা প্রিমিয়ার লিগের নিলামে সাকিব

 আপডেট  ১২ সেপ্টেম্বর, ২০২০


অলরাউন্ডার সাকিব আল হাসানের এক বছরের নিষেধাজ্ঞা শেষ হতে যাচ্ছে আগামী ২৯ অক্টোবর। এরপর শ্রীলঙ্কা সফরের টেস্ট সিরিজের দ্বিতীয় ম্যাচে দেখা যেতে পারে টাইগার তারকাকে।...								.....বিস্তারিত

"
cricket/28,"
মাশরাফির ব্রেসলেট নিলামের অর্থ দিয়ে হাসপাতাল নির্মাণের ঘোষণা

 আপডেট  ০৪ সেপ্টেম্বর, ২০২০


নড়াইল এক্সপ্রেস ফাউন্ডেশনের প্রতিষ্ঠাবার্ষিকীতে মাশরাফির ব্রেসলেট নিলামের অর্থ দিয়ে ১০ শয্যা বিশিষ্ট বিশেষায়িত হাসপাতালের ঘোষণা দেয়া হয়েছে।
আজ শুক্রবার বেলা ১১টায় শরীফ আব্দুল হাকিম ডায়াবেটিক...								.....বিস্তারিত

"
cricket/28,"
দেশে ফিরেছেন সাকিব

 আপডেট  ০২ সেপ্টেম্বর, ২০২০


প্রায় ৬ মাস পর দেশ ফিরলেন অলরাউন্ডার সাকিব আল হাসান। মঙ্গলবার দিবাগত রাত ২টায় কাতার এয়ারলাইন্সের একটি ফ্লাইটে তিনি দেশে ফেরেছে। 
ফ্লাইট কিছুটা বিলম্ব হওয়ায়...								.....বিস্তারিত

"
cricket/28,"
চলতি সপ্তাহে দেশে ফিরছেন সাকিব

 আপডেট  ৩০ আগস্ট, ২০২০


যুক্তরাষ্ট্র থেকে চলতি সপ্তাহে দেশে ফিরবেন বাংলাদেশ ক্রিকেট দলের তারকা অলরাউন্ডার সাকিব আল হাসান।
দেশে ফেরার পরই তার কোভিড-১৯ পরীক্ষা করা হবে এবং তিনি রাজধানীর...								.....বিস্তারিত

"
cricket/28,"
নড়াইলে ৪৫ মিনিটে করোনা পরীক্ষার প্রযুক্তি উদ্বোধন করলেন মাশরাফি

 আপডেট  ২৯ আগস্ট, ২০২০


স্থানীয় সংসদ সদস্য ও বাংলাদেশ ক্রিকেট দলের সাবেক অধিনায়ক মাশরাফি বিন মর্তুজার প্রচেস্টায় নড়াইল সদর হাসপাতালে স্থাপন করা হলো করোনা পরীক্ষার বিশেষ প্রযুক্তি। যার মাধ্যমে...								.....বিস্তারিত

"
cricket/28,"
করোনা মুক্ত হলেন মাশরাফির বাবা-মাও

 আপডেট  ২৩ আগস্ট, ২০২০


বাংলাদেশ ক্রিকেট দলের সাবেক অধিনায়ক মাশরাফি বিন মূর্তজার বাবা-মাও করোনা থেকে মুক্ত হয়েছেন।  
রোববার সকালে ‘নড়াইল এক্সপ্রেস ফাউন্ডেশন’ এর কর্মকর্তা মোহাম্মদ ফারুক এ তথ্য...								.....বিস্তারিত

"
cricket/28,"
টাইগারদের ব্যাটিং কোচের দায়িত্ব ছাড়লেন নিল ম্যাকেঞ্জি

 আপডেট  ২২ আগস্ট, ২০২০


বাংলাদেশ জাতীয় ক্রিকেট দলের ব্যাটিং কোচের দায়িত্ব ছেড়ে দিলেন দক্ষিণ আফ্রিকার সাবেক ব্যাটসম্যান নিল ম্যাকেঞ্জি।
শুক্রবার বাংলাদেশ ক্রিকেট বোর্ড (বিসিবি) এই তথ্য নিশ্চিত করেছে।
২০১৮...								.....বিস্তারিত

"
Information%20Technology/96,"
মোবাইলে কথা ও ইন্টারনেট ব্যবহারে খরচ বাড়ছে 

 আপডেট  ১১ জুন, ২০২০


২০২০-২১ অর্থবছরের বাজেটে মোবাইল ফোনের সিম বা রিম কার্ড ব্যবহারের মাধ্যমে দেওয়া সেবার উপর সম্পূরক শুল্ক ৫ শতাংশ বাড়িয়ে ১৫ শতাংশ করার প্রস্তাব করেছেন অর্থমন্ত্রী...								.....বিস্তারিত

"
Information%20Technology/96,"
একসঙ্গে ২০ জনের জন্য গ্রুপ ভিডিও কল সুবিধা নিয়ে এলো ভাইবার

 আপডেট  ০৫ জুন, ২০২০


সম্প্রতি বাংলাদেশে গ্রুপ ভিডিও কল সুবিধা নিয়ে এসেছে ভাইবার। এ ফিচারের মাধ্যমে অনির্দিষ্ট সময়ের জন্য ২০ জন একসাথে গ্রুপ ভিডিও কল করতে পারবেন।
বৃহস্পতিবার এক...								.....বিস্তারিত

"
Information%20Technology/96,"
ঈদ উপলক্ষে ২টি নতুন পণ্য উন্মোচন করতে যাচ্ছে রিয়েলমি

 আপডেট  ১৪ মে, ২০২০


বিশ্বের দ্রুত বর্ধনশীল ও টেক ট্রেন্ডসের ব্র্যান্ড রিয়েলমি এই ঈদে তাদের দুটি ট্রেন্ডসেটিং পণ্য উন্মোচন করে সবাইকে চমকে দেওয়ার পরিকল্পনা করছে।
পণ্য দুটি হলো রিয়েলমি...								.....বিস্তারিত

"
Information%20Technology/96,"
উন্নয়নশীল দেশগুলোতে ফেসবুকের বিনামূল্যে ইন্টারনেট  

 আপডেট  ১৪ মে, ২০২০


করোনা ভাইরাসের ভয়াবহ পরিস্থিতিতে বিশ্ব। লকডাউনের মধ্যে সামাজিক যোগাযোগ মাধ্যমগুলোই যোগাযোগের একমাত্র উপায় হয়ে দাঁড়িয়েছে।
এই অবস্থায় মানুষ যেন যোগাযোগহীন হয়ে না পড়ে সেকারণে উন্নয়নশীল...								.....বিস্তারিত

"
Information%20Technology/96,"
অপো স্মার্টফোনে ক্যাশব্যাক অফার

 আপডেট  ১২ মে, ২০২০


ঈদ উপলক্ষ্যে নির্দিষ্ট মডেলের স্মার্টফোনে একশ ভাগ পর্যন্ত ক্যাশব্যাক অফার নিয়ে এসেছে জনপ্রিয় স্মার্টফোন ব্র্যান্ড অপো।
ক্যাশব্যাকের পাশাপাশি নতুন ক্রয় করা স্মার্টফোনের সাথে পাওয়া যাবে...								.....বিস্তারিত

"
Information%20Technology/96,"
'কোয়াড ক্যামেরা ব্যাটারি কিং' রিয়েলমি মাত্র ১২,৯৯০ টাকায়

 আপডেট  ০৬ মে, ২০২০


বিশ্বের দ্রুতবর্ধনশীল স্মার্টফোন ব্র্যান্ড রিয়েলমি বরাবরই প্রযুক্তিপ্রেমী স্মার্টফোন ব্যবহারকারীর সুবিধার দিকে নজর দিয়ে সেরা সব ফিচারে তাদের পণ্যগুলো বাজারে নিয়ে আসছে।
সম্প্রতি এই ব্র্যান্ডটি আনুষ্ঠানিকভাবে...								.....বিস্তারিত

"
Information%20Technology/96,"
'কোয়াড ক্যামেরা ব্যাটারি কিং’ রিয়েলমি ৫আই এখন পিকাবু-তে

 আপডেট  ০৪ মে, ২০২০


বিশ্বের দ্রুতবর্ধমান স্মার্টফোন ব্র্যান্ড রিয়েলমি আনুষ্ঠানিকভাবে ফেব্রুয়ারিতে বাংলাদেশের মোবাইল বাজারে প্রবেশ করে। প্রথমে টেক-ট্রেন্ডসেটার ব্র্যান্ডটি দুটি স্মার্টফোন - সি২ এবং ৫আই উন্মোচন করে। ৭ মে...								.....বিস্তারিত

"
Information%20Technology/96,"
গুগল সার্টিফিকেশন পেল রিয়েলমি টিভি

 আপডেট  ৩০ এপ্রিল, ২০২০


বৈশ্বিক মহামারিতে প্রযুক্তি শিল্পে এক ভয়াবহ স্থবিরতার সৃষ্টি হয়েছে। কিন্তু এই ভয়াবহ পরিস্থিতির মাঝে গুগল সার্টিফিকেশন পেয়েছে রিয়েলমির উদ্ভাবিত রিয়েলমি টিভি।
বর্তমান পরিস্থিতিতে টেক-ট্রেন্ডসেটার ব্র্যান্ডটি...								.....বিস্তারিত

"
social%20media/95,"
বন্ধ হচ্ছে ইনস্টাগ্রামের মেসেজিং অ্যাপ

 আপডেট  ১৭ মে, ২০১৯


ইনস্টাগ্রামের নিজস্ব মেসেজিং অ্যাপ ‘ডিরেক্ট ফ্রম ইনস্টাগ্রাম’ বন্ধ করে দেওয়া হচ্ছে। আগামী কয়েক মাসের মধ্যেই অ্যাপটি বন্ধ হয়ে যাবে।
বিশ্বের সব দেশের ব্যবহারকারীদের কাছে মেসেজিং...								.....বিস্তারিত

"
social%20media/95,"
ফেসবুক লাইভে কড়াকড়ি

 আপডেট  ১৬ মে, ২০১৯


ফেসবুক লাইভে সহিংস কনটেন্ট রোধ করার জন্য আসছে ওয়ান ‘স্ট্রাইক পলিসি’। এর আওতায় নিয়ম ভাঙলেই নিষেধাজ্ঞা আসবে লাইভ করার ওপর।
বুধবার এক বিবৃতিতে ফেসবুক জানিয়েছে,...								.....বিস্তারিত

"
social%20media/95,"
কোরীয় প্রতিষ্ঠানের বিরুদ্ধে ফেসবুকের মামলা

 আপডেট  ১৪ মে, ২০১৯


দক্ষিণ কোরিয়াভিত্তিক ডাটা অ্যানালিটিক প্রতিষ্ঠান র্যাংকওয়েভের বিরুদ্ধে মামলা করেছে সামাজিক যোগাযোগ মাধ্যম ফেসবুক। র্যাংকওয়েভ সামাজিক যোগাযোগ মাধ্যমটির নীতিমালা ভঙ্গ করছে না, তা নিশ্চিত হতেই মামলাটি...								.....বিস্তারিত

"
social%20media/95,"
ভারতে শীর্ষে টিকটক

 আপডেট  ১২ মে, ২০১৯


ভারতে সম্প্রতি টিকটক নিষিদ্ধের বিষয়টি হাইকোর্ট পর্যন্ত গড়িয়েছে। কিন্তু শেষ পর্যন্ত অ্যাপটির ওপর থেকে নিষেধাজ্ঞা প্রত্যাহার করে নিয়েছে আদালত। ঠিক তারপরই আবারও ফ্রি অ্যাপ হিসেবে...								.....বিস্তারিত

"
social%20media/95,"
‘ফেসবুক ভাঙতে হবে’

 আপডেট  ১২ মে, ২০১৯


সামাজিক যোগাযোগের জনপ্রিয় মাধ্যম ফেসবুক ঘরোয়া একটি পরিসর থেকে বিপুল বাণিজ্যিক ভিত পেয়েছে। আর এ পথ পাড়ি দিতে গিয়ে মাধ্যমটির প্রতিষ্ঠাতা  মার্ক জাকারবার্গের একনিষ্ঠ সঙ্গী...								.....বিস্তারিত

"
social%20media/95,"
কিশোরদের ওপর সোশ্যাল মিডিয়ার প্রভাব সামান্য

 আপডেট  ১১ মে, ২০১৯


কৈশোরকে বলা হয় অদম্য কৌতূহলের বয়স। স্বাভাবিক নিয়মেই তারা সবকিছু জানতে চায়, যার প্রভাব পড়ে তাদের জীবন ও আচরণে। ফলে কিশোর বয়সে একটি ছেলে অথবা...								.....বিস্তারিত

"
social%20media/95,"
দেড় লাখ অ্যাকাউন্ট অপসারণ করল টুইটার

 আপডেট  ১১ মে, ২০১৯


টুইটার তাদের প্ল্যাটফর্ম থেকে এক লাখ ৬৬ হাজার ৫১৩টি অ্যাকাউন্ট সরিয়ে দিয়েছে। সন্ত্রাসবাদে যোগসাজশ থাকায় এসব অ্যাকাউন্ট সরানো হয়েছে বলে জানিয়েছে টুইটার কর্তৃপক্ষ। এই অ্যাকাউন্টগুলো...								.....বিস্তারিত

"
social%20media/95,"
ফেসবুকে টিকটকের মতো ফিচার

 আপডেট  ১১ মে, ২০১৯


জন্মদিন উদযাপন আরো মজাদার করতে স্টোরিজে নতুন ফিচার এনেছে ফেসবুক। সামাজিক মাধ্যম জায়ান্ট ফেসবুক বলছে, নতুন ফিচারটির সাহায্যে ব্যবহারকারীরা তাদের জন্মদিন উদযাপন করতে ডিজিটাল বার্থডে...								.....বিস্তারিত

"
opinion/6,"
লটারির ভর্তি কতটা ফলপ্রসূ

 আপডেট  ৩০ নভেম্বর, ২০২০


উম্মে হানী
 
 
চলতি বছরের করোনা মহামারীর কারণে শিক্ষাপ্রতিষ্ঠান আট মাসেরও বেশি সময় ধরে বন্ধ থাকায় শিক্ষার্থীদের শিক্ষা কার্যক্রম অনেকটা ব্যাহত হয়েছে। যার দরুন...								.....বিস্তারিত

"
opinion/6,"
নতুন কারিকুলামের উল্লেখযোগ্য দিকসমূহ

 আপডেট  ৩০ নভেম্বর, ২০২০


মাছুম বিল্লাহ
 
পাঠ্যসূচি হলো শিক্ষাক্রমের অংশবিশেষ। শিক্ষাক্রম, শিক্ষাব্যবস্থার প্রাণ এবং সামগ্রিক রূপরেখা। একটি দেশের শিক্ষাক্রম ও এর কাঠামো যে সব বিষয়ের ওপর নির্ভর করে...								.....বিস্তারিত

"
